pattern,timestamp,minute_1_time,minute_2_time,minute_3_time,first_open,last_next_open,total_change,change_1,change_2,change_3,volume
PPP,2025-09-04 13:48:00,13:48:00,13:49:00,13:50:00,647.3850,647.6000,0.2150,0.0300,0.1350,0.0500,432163.0
PNP,2025-09-04 13:51:00,13:51:00,13:52:00,13:53:00,647.6000,647.6200,0.0200,0.0400,-0.1000,0.0800,257271.0
NPN,2025-09-04 13:54:00,13:54:00,13:55:00,13:56:00,647.6200,647.6100,-0.0100,-0.0500,0.0842,-0.0442,312751.0
PPN,2025-09-04 13:57:00,13:57:00,13:58:00,13:59:00,647.6100,647.6300,0.0200,0.0200,0.0100,-0.0100,235353.0
PPN,2025-09-04 14:00:00,14:00:00,14:01:00,14:02:00,647.6300,647.6650,0.0350,0.0200,0.0750,-0.0600,412390.0
PPP,2025-09-04 14:03:00,14:03:00,14:04:00,14:05:00,647.6650,647.7500,0.0850,0.0250,0.0400,0.0200,268777.0
PPP,2025-09-04 14:06:00,14:06:00,14:07:00,14:08:00,647.7500,647.8450,0.0950,0.0200,0.0400,0.0350,328489.0
NPP,2025-09-04 14:09:00,14:09:00,14:10:00,14:11:00,647.8450,647.8950,0.0500,-0.0350,0.0050,0.0800,513189.0
PPP,2025-09-04 14:12:00,14:12:00,14:13:00,14:14:00,647.8950,648.1600,0.2650,0.0750,0.0600,0.1300,661641.0
NNN,2025-09-04 14:15:00,14:15:00,14:16:00,14:17:00,648.1600,648.0950,-0.0650,-0.0100,-0.0150,-0.0400,421814.0
NPP,2025-09-04 14:18:00,14:18:00,14:19:00,14:20:00,648.0950,648.1800,0.0850,-0.1000,0.0850,0.1000,326853.0
NPN,2025-09-04 14:21:00,14:21:00,14:22:00,14:23:00,648.1800,648.1150,-0.0650,-0.1400,0.1300,-0.0550,376328.0
PNN,2025-09-04 14:24:00,14:24:00,14:25:00,14:26:00,648.1150,648.0800,-0.0350,0.0150,-0.0380,-0.0120,196776.0
NNN,2025-09-04 14:27:00,14:27:00,14:28:00,14:29:00,648.0800,647.9100,-0.1700,-0.0250,-0.1237,-0.0213,346904.0
NPP,2025-09-04 14:30:00,14:30:00,14:31:00,14:32:00,647.9100,647.9200,0.0100,-0.0600,0.0200,0.0500,504380.0
NPP,2025-09-04 14:33:00,14:33:00,14:34:00,14:35:00,647.9200,647.9050,-0.0150,-0.0400,0.0100,0.0150,487947.0
PPP,2025-09-04 14:36:00,14:36:00,14:37:00,14:38:00,647.9050,648.0100,0.1050,0.0550,0.0099,0.0401,407817.0
PPN,2025-09-04 14:39:00,14:39:00,14:40:00,14:41:00,648.0100,648.2000,0.1900,0.1200,0.1400,-0.0700,510274.0
OPP,2025-09-04 14:42:00,14:42:00,14:43:00,14:44:00,648.2000,648.2700,0.0700,0.0000,0.0500,0.0200,434217.0
NNN,2025-09-04 14:45:00,14:45:00,14:46:00,14:47:00,648.2700,648.1350,-0.1350,-0.1200,-0.0050,-0.0100,843959.0
NNP,2025-09-04 14:48:00,14:48:00,14:49:00,14:50:00,648.1350,648.2500,0.1150,-0.0250,-0.1000,0.2400,1142195.0
PPP,2025-09-04 14:51:00,14:51:00,14:52:00,14:53:00,648.2500,648.5300,0.2800,0.1450,0.0850,0.0500,1317591.0
PPP,2025-09-04 14:54:00,14:54:00,14:55:00,14:56:00,648.5300,648.8850,0.3550,0.1500,0.0350,0.1700,2166045.0
PNP,2025-09-04 14:57:00,14:57:00,14:58:00,14:59:00,648.8850,649.0200,0.1350,0.1050,-0.0900,0.1200,4681434.0
NNP,2025-09-04 15:00:00,15:00:00,15:01:00,15:02:00,649.0200,649.0000,-0.0200,-0.1300,-0.0100,0.1200,487380.0
PNP,2025-09-04 15:03:00,15:03:00,15:04:00,15:05:00,649.0000,649.0200,0.0200,0.0200,-0.0100,0.0100,1408954.0
PPN,2025-09-04 15:06:00,15:06:00,15:07:00,15:08:00,649.0200,649.1403,0.1203,0.0700,0.0800,-0.0297,130620.0
NPP,2025-09-04 15:09:00,15:09:00,15:10:00,15:11:00,649.1403,649.4300,0.2897,-0.0303,0.0100,0.3100,3367245.0
NPP,2025-09-04 15:12:00,15:12:00,15:13:00,15:14:00,649.4300,649.3900,-0.0400,-0.1000,0.0500,0.0100,128027.0
PPN,2025-09-04 15:15:00,15:15:00,15:16:00,15:17:00,649.3900,649.1800,-0.2100,0.0700,0.0300,-0.3100,604878.0
PNN,2025-09-04 15:18:00,15:18:00,15:19:00,15:20:00,649.1800,649.1600,-0.0200,0.0400,-0.0200,-0.0400,48566.0
ONP,2025-09-04 15:21:00,15:21:00,15:22:00,15:23:00,649.1600,649.1400,-0.0200,0.0000,-0.0300,0.0100,327441.0
POO,2025-09-04 15:24:00,15:24:00,15:25:00,15:26:00,649.1400,649.1700,0.0300,0.0300,0.0000,0.0000,21910.0
PPO,2025-09-04 15:27:00,15:27:00,15:28:00,15:29:00,649.1700,649.2900,0.1200,0.0200,0.1000,0.0000,34261.0
NPP,2025-09-04 15:30:00,15:30:00,15:31:00,15:32:00,649.2900,649.2400,-0.0500,-0.0800,0.0200,0.0100,9864.0
PPP,2025-09-04 15:33:00,15:33:00,15:34:00,15:35:00,649.2400,649.3300,0.0900,0.0200,0.0500,0.0200,12049.0
POP,2025-09-04 15:36:00,15:36:00,15:37:00,15:38:00,649.3300,649.3600,0.0300,0.0200,0.0000,0.0100,24303.0
NNP,2025-09-04 15:39:00,15:39:00,15:40:00,15:41:00,649.3600,649.3500,-0.0100,-0.0400,-0.0098,0.0398,16561.0
ONN,2025-09-04 15:42:00,15:42:00,15:43:00,15:44:00,649.3500,649.3399,-0.0101,0.0000,-0.0100,-0.0001,28647.0
PPP,2025-09-04 15:45:00,15:45:00,15:46:00,15:47:00,649.3399,649.3800,0.0401,0.0001,0.0300,0.0100,9694.0
NNN,2025-09-04 15:48:00,15:48:00,15:49:00,15:50:00,649.3800,649.3400,-0.0400,-0.0100,-0.0200,-0.0100,14954.0
PPN,2025-09-04 15:51:00,15:51:00,15:52:00,15:53:00,649.3400,649.3700,0.0300,0.0500,0.0404,-0.0604,73173.0
NNN,2025-09-04 15:54:00,15:54:00,15:55:00,15:56:00,649.3700,649.2700,-0.1000,-0.0500,-0.0300,-0.0200,33472.0
PNN,2025-09-04 15:57:00,15:57:00,15:58:00,15:59:00,649.2700,649.1249,-0.1451,0.0100,-0.0500,-0.1051,9569.0
PPN,2025-09-04 16:00:00,16:00:00,16:01:00,16:02:00,649.1249,649.1900,0.0651,0.0751,0.0100,-0.0200,3945.0
NPN,2025-09-04 16:03:00,16:03:00,16:05:00,16:06:00,649.1900,649.1800,-0.0100,-0.0400,0.0400,-0.0100,5533.0
PPP,2025-09-04 16:07:00,16:07:00,16:08:00,16:09:00,649.1800,649.3300,0.1500,0.1100,0.0200,0.0200,20840.0
NPN,2025-09-04 16:10:00,16:10:00,16:11:00,16:12:00,649.3300,649.3000,-0.0300,-0.0300,0.0900,-0.0900,10649.0
PPP,2025-09-04 16:13:00,16:13:00,16:14:00,16:15:00,649.3000,649.3300,0.0300,0.0100,0.0100,0.0100,8307.0
PPP,2025-09-04 16:16:00,16:16:00,16:17:00,16:19:00,649.3300,649.3800,0.0500,0.0100,0.0100,0.0300,9955.0
PPP,2025-09-04 16:20:00,16:20:00,16:21:00,16:22:00,649.3800,649.4900,0.1100,0.0400,0.0300,0.0400,11628.0
NPN,2025-09-04 16:25:00,16:25:00,16:26:00,16:27:00,649.4900,649.3800,-0.1100,-0.0700,0.0200,-0.0600,1744.0
PPP,2025-09-04 16:28:00,16:28:00,16:29:00,16:30:00,649.3800,649.7900,0.4100,0.0400,0.1100,0.2600,7815.0
NNP,2025-09-04 16:31:00,16:31:00,16:35:00,16:36:00,649.7900,649.4303,-0.3597,-0.2600,-0.0999,0.0002,92241.0
PPN,2025-09-04 16:37:00,16:37:00,16:38:00,16:43:00,649.4303,649.4400,0.0097,0.0097,0.0200,-0.0200,4468.0
ONN,2025-09-04 16:44:00,16:44:00,16:45:00,16:46:00,649.4400,649.4000,-0.0400,0.0000,-0.0300,-0.0100,6724.0
PNN,2025-09-04 16:48:00,16:48:00,16:50:00,16:51:00,649.4000,649.3800,-0.0200,0.0100,-0.0071,-0.0229,1162.0
POP,2025-09-04 16:52:00,16:52:00,16:53:00,16:55:00,649.3800,649.4300,0.0500,0.0200,0.0000,0.0300,1899.0
PNN,2025-09-04 16:56:00,16:56:00,16:57:00,16:58:00,649.4300,649.4200,-0.0100,0.0600,-0.0300,-0.0400,2732.0
NNP,2025-09-04 16:59:00,16:59:00,17:00:00,17:01:00,649.4200,649.4000,-0.0200,-0.0800,-0.0700,0.1300,18582.0
PPN,2025-09-04 17:02:00,17:02:00,17:03:00,17:04:00,649.4000,649.5500,0.1500,0.0800,0.1000,-0.0300,5805.0
NPP,2025-09-04 17:05:00,17:05:00,17:06:00,17:07:00,649.5500,649.5800,0.0300,-0.0600,0.0700,0.0200,6583.0
NPN,2025-09-04 17:08:00,17:08:00,17:09:00,17:10:00,649.5800,649.4050,-0.1750,-0.1700,0.0693,-0.0743,16191.0
PPN,2025-09-04 17:11:00,17:11:00,17:12:00,17:13:00,649.4050,649.4100,0.0050,0.0350,0.0200,-0.0500,5890.0
PPP,2025-09-04 17:14:00,17:14:00,17:16:00,17:17:00,649.4100,649.5500,0.1400,0.0900,0.0200,0.0300,6343.0
NNP,2025-09-04 17:18:00,17:18:00,17:20:00,17:21:00,649.5500,649.4700,-0.0800,-0.0500,-0.0590,0.0290,6331.0
NNP,2025-09-04 17:22:00,17:22:00,17:23:00,17:24:00,649.4700,649.4600,-0.0100,-0.0100,-0.0100,0.0100,2293.0
PNN,2025-09-04 17:25:00,17:25:00,17:26:00,17:27:00,649.4600,649.4500,-0.0100,0.0400,-0.0010,-0.0490,9670.0
NNN,2025-09-04 17:28:00,17:28:00,17:29:00,17:30:00,649.4500,649.3100,-0.1400,-0.0900,-0.0204,-0.0296,4764.0
PNN,2025-09-04 17:31:00,17:31:00,17:34:00,17:35:00,649.3100,649.2402,-0.0698,0.0286,-0.0287,-0.0697,6102.0
POP,2025-09-04 17:36:00,17:36:00,17:37:00,17:38:00,649.2402,649.3700,0.1298,0.0298,0.0000,0.1000,3077.0
NOP,2025-09-04 17:39:00,17:39:00,17:41:00,17:42:00,649.3700,649.3700,0.0000,-0.0100,0.0000,0.0100,3682.0
NPP,2025-09-04 17:43:00,17:43:00,17:45:00,17:47:00,649.3700,649.5090,0.1390,-0.0200,0.0300,0.1290,3328.0
NPN,2025-09-04 17:48:00,17:48:00,17:49:00,17:50:00,649.5090,649.4400,-0.0690,-0.0200,0.0110,-0.0600,3397.0
PPP,2025-09-04 17:53:00,17:53:00,17:55:00,17:56:00,649.4400,649.5001,0.0601,0.0200,0.0300,0.0101,2230.0
OOP,2025-09-04 17:57:00,17:57:00,17:58:00,18:00:00,649.5001,649.5500,0.0499,-0.0001,0.0000,0.0500,4684.0
PNN,2025-09-04 18:01:00,18:01:00,18:02:00,18:03:00,649.5500,649.4800,-0.0700,0.0200,-0.0600,-0.0300,1378.0
PPP,2025-09-04 18:05:00,18:05:00,18:06:00,18:07:00,649.4800,649.5500,0.0700,0.0200,0.0082,0.0418,1913.0
PNP,2025-09-04 18:08:00,18:08:00,18:10:00,18:13:00,649.5500,649.5700,0.0200,0.0200,-0.0400,0.0400,1044.0
NNO,2025-09-04 18:15:00,18:15:00,18:18:00,18:19:00,649.5700,649.5100,-0.0600,-0.0400,-0.0200,0.0000,1684.0
NPP,2025-09-04 18:20:00,18:20:00,18:22:00,18:25:00,649.5100,649.5700,0.0600,-0.0300,0.0300,0.0600,576.0
NNN,2025-09-04 18:26:00,18:26:00,18:27:00,18:30:00,649.5700,649.4700,-0.1000,-0.0200,-0.0088,-0.0712,1257.0
PPN,2025-09-04 18:31:00,18:31:00,18:32:00,18:33:00,649.4700,649.5100,0.0400,0.0200,0.0400,-0.0200,2608.0
NNP,2025-09-04 18:34:00,18:34:00,18:35:00,18:36:00,649.5100,649.4700,-0.0400,-0.0200,-0.0500,0.0300,4517.0
NNN,2025-09-04 18:37:00,18:37:00,18:38:00,18:42:00,649.4700,649.4400,-0.0300,-0.0100,-0.0100,-0.0100,1923.0
NNN,2025-09-04 18:44:00,18:44:00,18:45:00,18:47:00,649.4400,649.3990,-0.0410,-0.0300,-0.0100,-0.0010,4461.0
PNP,2025-09-04 18:48:00,18:48:00,18:49:00,18:50:00,649.3990,649.4500,0.0510,0.0610,-0.0600,0.0500,2402.0
POP,2025-09-04 18:51:00,18:51:00,18:52:00,18:53:00,649.4500,649.5455,0.0955,0.0500,0.0000,0.0455,3567.0
NNN,2025-09-04 18:54:00,18:54:00,18:56:00,18:57:00,649.5455,649.4600,-0.0855,-0.0355,-0.0300,-0.0200,5163.0
PPN,2025-09-04 18:58:00,18:58:00,18:59:00,03:00:00,649.4600,650.2500,0.7900,0.0100,0.8900,-0.1100,11653.0
OPP,2025-09-05 03:01:00,03:01:00,03:02:00,03:04:00,650.2500,650.3700,0.1200,0.0000,0.0400,0.0800,4233.0
NNP,2025-09-05 03:06:00,03:06:00,03:07:00,03:08:00,650.3700,650.3700,0.0000,-0.0100,-0.0100,0.0200,4286.0
PPP,2025-09-05 03:09:00,03:09:00,03:13:00,03:14:00,650.3700,650.5000,0.1300,0.0400,0.0400,0.0500,2340.0
NNP,2025-09-05 03:15:00,03:15:00,03:17:00,03:18:00,650.5000,650.4600,-0.0400,-0.0600,-0.0200,0.0400,2324.0
NPP,2025-09-05 03:19:00,03:19:00,03:24:00,03:25:00,650.4600,650.5300,0.0700,-0.0300,0.0500,0.0500,1599.0
OPP,2025-09-05 03:26:00,03:26:00,03:27:00,03:28:00,650.5300,650.5600,0.0300,0.0000,0.0200,0.0100,3535.0
PNP,2025-09-05 03:30:00,03:30:00,03:31:00,03:32:00,650.5600,650.6500,0.0900,0.0500,-0.0200,0.0600,1255.0
PPP,2025-09-05 03:34:00,03:34:00,03:35:00,03:36:00,650.6500,650.8100,0.1600,0.0500,0.0300,0.0800,1953.0
NNO,2025-09-05 03:37:00,03:37:00,03:39:00,03:40:00,650.8100,650.5800,-0.2300,-0.1300,-0.1000,0.0000,9291.0
PPN,2025-09-05 03:41:00,03:41:00,03:42:00,03:44:00,650.5800,650.6000,0.0200,0.0700,0.0300,-0.0800,1475.0
NNP,2025-09-05 03:45:00,03:45:00,03:46:00,03:50:00,650.6000,650.5300,-0.0700,-0.0100,-0.1100,0.0500,3779.0
PPN,2025-09-05 03:52:00,03:52:00,03:55:00,04:00:00,650.5300,650.6200,0.0900,0.0500,0.1800,-0.1400,1166.0
PPN,2025-09-05 04:02:00,04:02:00,04:06:00,04:07:00,650.6200,650.5700,-0.0500,0.0400,0.0100,-0.1000,996.0
PNN,2025-09-05 04:17:00,04:17:00,04:18:00,04:19:00,650.5700,650.5300,-0.0400,0.0300,-0.0400,-0.0300,2629.0
PNO,2025-09-05 04:20:00,04:20:00,04:22:00,04:23:00,650.5300,650.5600,0.0300,0.0500,-0.0200,0.0000,1501.0
PNN,2025-09-05 04:25:00,04:25:00,04:27:00,04:29:00,650.5600,650.5500,-0.0100,0.0400,-0.0200,-0.0300,3152.0
PNN,2025-09-05 04:30:00,04:30:00,04:31:00,04:34:00,650.5500,650.5600,0.0100,0.0400,-0.0100,-0.0200,11385.0
PNN,2025-09-05 04:35:00,04:35:00,04:36:00,04:37:00,650.5600,650.4800,-0.0800,0.0400,-0.0100,-0.1100,5617.0
PNP,2025-09-05 04:38:00,04:38:00,04:40:00,04:41:00,650.4800,650.4600,-0.0200,0.0300,-0.0700,0.0200,2425.0
PPP,2025-09-05 04:42:00,04:42:00,04:43:00,04:44:00,650.4600,650.5400,0.0800,0.0300,0.0100,0.0400,2108.0
NPO,2025-09-05 04:45:00,04:45:00,04:46:00,04:48:00,650.5400,650.5500,0.0100,-0.0100,0.0200,0.0000,2089.0
NNP,2025-09-05 04:49:00,04:49:00,04:50:00,04:54:00,650.5500,650.5200,-0.0300,-0.0300,-0.0100,0.0100,2069.0
NNN,2025-09-05 04:55:00,04:55:00,04:56:00,04:58:00,650.5200,650.4200,-0.1000,-0.0400,-0.0500,-0.0100,2994.0
PNN,2025-09-05 05:01:00,05:01:00,05:03:00,05:05:00,650.4200,650.3700,-0.0500,0.0500,-0.0700,-0.0300,1528.0
NPP,2025-09-05 05:06:00,05:06:00,05:08:00,05:10:00,650.3700,650.3900,0.0200,-0.0700,0.0500,0.0400,5570.0
PPN,2025-09-05 05:11:00,05:11:00,05:13:00,05:14:00,650.3900,650.4700,0.0800,0.0900,0.0200,-0.0300,1714.0
NPN,2025-09-05 05:15:00,05:15:00,05:16:00,05:17:00,650.4700,650.4500,-0.0200,-0.0300,0.0300,-0.0200,1989.0
OPP,2025-09-05 05:18:00,05:18:00,05:20:00,05:21:00,650.4500,650.5100,0.0600,0.0000,0.0200,0.0400,1167.0
PNP,2025-09-05 05:22:00,05:22:00,05:23:00,05:24:00,650.5100,650.6100,0.1000,0.0500,-0.0500,0.1000,3775.0
NNP,2025-09-05 05:27:00,05:27:00,05:29:00,05:30:00,650.6100,650.5200,-0.0900,-0.0700,-0.0400,0.0200,4788.0
OPP,2025-09-05 05:33:00,05:33:00,05:35:00,05:36:00,650.5200,650.5900,0.0700,0.0000,0.0100,0.0600,1550.0
NNP,2025-09-05 05:37:00,05:37:00,05:38:00,05:39:00,650.5900,650.5900,0.0000,-0.0200,-0.0100,0.0300,6660.0
POP,2025-09-05 05:40:00,05:40:00,05:41:00,05:42:00,650.5900,650.6200,0.0300,0.0200,0.0000,0.0100,1723.0
NNO,2025-09-05 05:43:00,05:43:00,05:44:00,05:45:00,650.6200,650.6000,-0.0200,-0.0100,-0.0100,0.0000,13186.0
NNP,2025-09-05 05:46:00,05:46:00,05:47:00,05:48:00,650.6000,650.6000,0.0000,-0.0400,-0.0200,0.0600,2912.0
ONO,2025-09-05 05:50:00,05:50:00,05:51:00,05:52:00,650.6000,650.5700,-0.0300,0.0000,-0.0300,0.0000,2349.0
NON,2025-09-05 05:53:00,05:53:00,05:54:00,05:55:00,650.5700,650.5000,-0.0700,-0.0200,0.0000,-0.0500,2016.0
PNN,2025-09-05 05:56:00,05:56:00,05:57:00,05:59:00,650.5000,650.4000,-0.1000,0.0200,-0.1100,-0.0100,6066.0
PPP,2025-09-05 06:00:00,06:00:00,06:01:00,06:02:00,650.4000,650.5200,0.1200,0.1000,0.0100,0.0100,28529.0
NPO,2025-09-05 06:03:00,06:03:00,06:04:00,06:05:00,650.5200,650.5000,-0.0200,-0.0500,0.0300,0.0000,5167.0
PPN,2025-09-05 06:06:00,06:06:00,06:07:00,06:08:00,650.5000,650.5100,0.0100,0.0300,0.0200,-0.0400,3413.0
PNP,2025-09-05 06:09:00,06:09:00,06:10:00,06:11:00,650.5100,650.5600,0.0500,0.0100,-0.0100,0.0500,4801.0
PPN,2025-09-05 06:12:00,06:12:00,06:14:00,06:15:00,650.5600,650.6100,0.0500,0.0400,0.0500,-0.0400,10642.0
PNP,2025-09-05 06:16:00,06:16:00,06:18:00,06:19:00,650.6100,650.6300,0.0200,0.0200,-0.0500,0.0500,3802.0
NPP,2025-09-05 06:21:00,06:21:00,06:22:00,06:23:00,650.6300,650.7000,0.0700,-0.0100,0.0600,0.0200,3292.0
NNP,2025-09-05 06:24:00,06:24:00,06:25:00,06:26:00,650.7000,650.6400,-0.0600,-0.0100,-0.0600,0.0100,5990.0
NNN,2025-09-05 06:27:00,06:27:00,06:28:00,06:30:00,650.6400,650.5000,-0.1400,-0.0500,-0.0100,-0.0800,6535.0
NNP,2025-09-05 06:31:00,06:31:00,06:32:00,06:33:00,650.5000,650.4610,-0.0390,-0.0400,-0.0600,0.0610,15648.0
PNN,2025-09-05 06:35:00,06:35:00,06:36:00,06:39:00,650.4610,650.3300,-0.1310,0.0090,-0.0300,-0.1100,5460.0
NNN,2025-09-05 06:40:00,06:40:00,06:41:00,06:42:00,650.3300,650.2200,-0.1100,-0.0200,-0.0200,-0.0700,25175.0
PNN,2025-09-05 06:43:00,06:43:00,06:46:00,06:47:00,650.2200,650.2900,0.0700,0.1100,-0.0100,-0.0300,8255.0
NNP,2025-09-05 06:48:00,06:48:00,06:49:00,06:50:00,650.2900,650.3600,0.0700,-0.0500,-0.0200,0.1400,8973.0
NNN,2025-09-05 06:51:00,06:51:00,06:52:00,06:53:00,650.3600,650.2400,-0.1200,-0.0600,-0.0510,-0.0090,6482.0
NNN,2025-09-05 06:54:00,06:54:00,06:55:00,06:56:00,650.2400,650.1100,-0.1300,-0.0500,-0.0600,-0.0200,12836.0
NNP,2025-09-05 06:57:00,06:57:00,06:58:00,06:59:00,650.1100,650.5500,0.4400,-0.1000,-0.0200,0.5600,22802.0
NNP,2025-09-05 07:00:00,07:00:00,07:01:00,07:02:00,650.5500,650.0900,-0.4600,-0.3000,-0.3896,0.2296,132338.0
PNP,2025-09-05 07:03:00,07:03:00,07:04:00,07:05:00,650.0900,650.1800,0.0900,0.0590,-0.0890,0.1200,7669.0
NNP,2025-09-05 07:06:00,07:06:00,07:07:00,07:08:00,650.1800,650.0000,-0.1800,-0.0700,-0.2500,0.1400,21143.0
NNN,2025-09-05 07:09:00,07:09:00,07:10:00,07:11:00,650.0000,649.8500,-0.1500,-0.1100,-0.0200,-0.0200,18656.0
NPP,2025-09-05 07:12:00,07:12:00,07:13:00,07:14:00,649.8500,649.9100,0.0600,-0.0100,0.0300,0.0400,15055.0
POO,2025-09-05 07:15:00,07:15:00,07:16:00,07:17:00,649.9100,650.0400,0.1300,0.1300,0.0000,0.0000,17940.0
NNN,2025-09-05 07:18:00,07:18:00,07:19:00,07:20:00,650.0400,649.6900,-0.3500,-0.1300,-0.0800,-0.1400,40849.0
NPP,2025-09-05 07:21:00,07:21:00,07:22:00,07:23:00,649.6900,649.7500,0.0600,-0.0400,0.0495,0.0505,41383.0
NPP,2025-09-05 07:24:00,07:24:00,07:25:00,07:26:00,649.7500,649.8100,0.0600,-0.1900,0.2200,0.0300,48131.0
NNP,2025-09-05 07:27:00,07:27:00,07:28:00,07:29:00,649.8100,649.5850,-0.2250,-0.2000,-0.0800,0.0550,67122.0
NPP,2025-09-05 07:30:00,07:30:00,07:31:00,07:32:00,649.5850,650.4100,0.8250,-0.3250,0.9700,0.1800,453620.0
PPP,2025-09-05 07:33:00,07:33:00,07:34:00,07:35:00,650.4100,651.0700,0.6600,0.1900,0.1900,0.2800,163337.0
PNN,2025-09-05 07:36:00,07:36:00,07:37:00,07:38:00,651.0700,650.8900,-0.1800,0.1500,-0.1400,-0.1900,146043.0
NNN,2025-09-05 07:39:00,07:39:00,07:40:00,07:41:00,650.8900,650.0900,-0.8000,-0.2900,-0.2600,-0.2500,143707.0
PPP,2025-09-05 07:42:00,07:42:00,07:43:00,07:44:00,650.0900,650.7900,0.7000,0.2400,0.2800,0.1800,77781.0
NPO,2025-09-05 07:45:00,07:45:00,07:46:00,07:47:00,650.7900,650.7400,-0.0500,-0.0600,0.0100,0.0000,69209.0
PPP,2025-09-05 07:48:00,07:48:00,07:49:00,07:50:00,650.7400,651.1200,0.3800,0.0710,0.2690,0.0400,94941.0
PNP,2025-09-05 07:51:00,07:51:00,07:52:00,07:53:00,651.1200,651.4200,0.3000,0.2700,-0.0100,0.0400,143389.0
PNN,2025-09-05 07:54:00,07:54:00,07:55:00,07:56:00,651.4200,651.3500,-0.0700,0.1300,-0.1500,-0.0500,44103.0
PPP,2025-09-05 07:57:00,07:57:00,07:58:00,07:59:00,651.3500,651.6300,0.2800,0.0800,0.1300,0.0700,31970.0
PPP,2025-09-05 08:00:00,08:00:00,08:01:00,08:02:00,651.6300,651.7700,0.1400,0.0900,0.0300,0.0200,72209.0
POP,2025-09-05 08:03:00,08:03:00,08:04:00,08:05:00,651.7700,651.9300,0.1600,0.1300,0.0000,0.0300,87931.0
PPN,2025-09-05 08:06:00,08:06:00,08:07:00,08:08:00,651.9300,651.9600,0.0300,0.1200,0.0800,-0.1700,74989.0
NPP,2025-09-05 08:09:00,08:09:00,08:10:00,08:11:00,651.9600,651.8200,-0.1400,-0.2200,0.0300,0.0500,46811.0
NPN,2025-09-05 08:12:00,08:12:00,08:13:00,08:14:00,651.8200,651.8300,0.0100,-0.0800,0.0920,-0.0020,39439.0
PNP,2025-09-05 08:15:00,08:15:00,08:16:00,08:17:00,651.8300,651.7300,-0.1000,0.1100,-0.2200,0.0100,17077.0
PPN,2025-09-05 08:18:00,08:18:00,08:19:00,08:20:00,651.7300,651.9200,0.1900,0.2500,0.0800,-0.1400,14585.0
NPN,2025-09-05 08:21:00,08:21:00,08:22:00,08:23:00,651.9200,651.6300,-0.2900,-0.1901,0.0101,-0.1100,20693.0
PPP,2025-09-05 08:24:00,08:24:00,08:25:00,08:26:00,651.6300,652.1000,0.4700,0.0400,0.0500,0.3800,27044.0
NNN,2025-09-05 08:27:00,08:27:00,08:28:00,08:29:00,652.1000,651.4800,-0.6200,-0.2500,-0.2500,-0.1200,83822.0
PPN,2025-09-05 08:30:00,08:30:00,08:31:00,08:32:00,651.4800,651.8601,0.3801,0.1200,0.5300,-0.2699,1686021.0
NPP,2025-09-05 08:33:00,08:33:00,08:34:00,08:35:00,651.8601,651.7200,-0.1401,-0.3551,0.0950,0.1200,789413.0
NNP,2025-09-05 08:36:00,08:36:00,08:37:00,08:38:00,651.7200,651.4400,-0.2800,-0.1500,-0.1500,0.0200,765063.0
PNP,2025-09-05 08:39:00,08:39:00,08:40:00,08:41:00,651.4400,651.7700,0.3300,0.2300,-0.1100,0.2100,814411.0
PNP,2025-09-05 08:42:00,08:42:00,08:43:00,08:44:00,651.7700,652.0600,0.2900,0.2050,-0.0150,0.1000,656512.0
NNP,2025-09-05 08:45:00,08:45:00,08:46:00,08:47:00,652.0600,651.2900,-0.7700,-0.5500,-0.3000,0.0800,941680.0
PPN,2025-09-05 08:48:00,08:48:00,08:49:00,08:50:00,651.2900,651.9700,0.6800,0.2700,0.5800,-0.1700,1030490.0
NNP,2025-09-05 08:51:00,08:51:00,08:52:00,08:53:00,651.9700,651.3500,-0.6200,-0.0700,-0.8300,0.2800,1207949.0
NNP,2025-09-05 08:54:00,08:54:00,08:55:00,08:56:00,651.3500,650.9100,-0.4400,-0.0700,-0.5300,0.1600,1116165.0
NPP,2025-09-05 08:57:00,08:57:00,08:58:00,08:59:00,650.9100,651.0600,0.1500,-0.3100,0.3600,0.1000,540203.0
NNP,2025-09-05 09:00:00,09:00:00,09:01:00,09:02:00,651.0600,650.2300,-0.8300,-0.5700,-0.5100,0.2500,1059892.0
NPN,2025-09-05 09:03:00,09:03:00,09:04:00,09:05:00,650.2300,649.9690,-0.2610,-0.1200,0.3900,-0.5310,654900.0
PNP,2025-09-05 09:06:00,09:06:00,09:07:00,09:08:00,649.9690,649.7900,-0.1790,0.0310,-0.2400,0.0300,939191.0
PNN,2025-09-05 09:09:00,09:09:00,09:10:00,09:11:00,649.7900,649.4900,-0.3000,0.0250,-0.0850,-0.2400,939835.0
NPN,2025-09-05 09:12:00,09:12:00,09:13:00,09:14:00,649.4900,648.9700,-0.5200,-0.1550,0.0950,-0.4600,753233.0
NNP,2025-09-05 09:15:00,09:15:00,09:16:00,09:17:00,648.9700,648.5600,-0.4100,-0.2650,-0.2950,0.1500,1136324.0
NNP,2025-09-05 09:18:00,09:18:00,09:19:00,09:20:00,648.5600,648.2700,-0.2900,-0.8400,-0.2100,0.7600,1295390.0
NNN,2025-09-05 09:21:00,09:21:00,09:22:00,09:23:00,648.2700,647.2300,-1.0400,-0.4200,-0.4600,-0.1600,1008411.0
NPN,2025-09-05 09:24:00,09:24:00,09:25:00,09:26:00,647.2300,646.5900,-0.6400,-0.4200,0.0600,-0.2800,1294016.0
